Java CompletableFuture composition|HARD|Java Concurrency|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why use thenCompose rather than thenApply when a callback already returns a CompletableFuture?|It flattens nested futures into one asynchronous stage~It executes the callback synchronously on the caller~It cancels upstream work automatically~It converts failures into successful null results|A|Oracle,Amazon
Spring transaction propagation|HARD|Spring Transactions|BACKEND_DEVELOPER|What is the usual effect of PROPAGATION_REQUIRES_NEW?|Suspend an existing transaction and run the method in a separate transaction~Join the current transaction without change~Disable transaction synchronization~Make the method read-only regardless of configuration|A|Oracle,Amazon
Hibernate fetch join pagination|HARD|JPA Hibernate|BACKEND_DEVELOPER|Why can paginating a query that fetch-joins a to-many collection be problematic?|Rows multiply per parent, so database row limits may not match distinct entity pages~Hibernate forbids all pagination~The collection is always eagerly deleted~The query cannot use a transaction|A|Oracle,Amazon
OAuth authorization code PKCE|HARD|Web Security|BACKEND_DEVELOPER,FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|What risk does PKCE primarily reduce for a public OAuth client?|An intercepted authorization code being redeemed without the verifier~A stolen access token being valid forever~A malicious DNS response bypassing TLS~A CSRF attack on every resource server|A|Google,Microsoft
JWT algorithm confusion|HARD|Web Security|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|Why should a JWT verifier pin allowed algorithms instead of trusting the token header?|An attacker-controlled algorithm choice can create verification confusion or downgrade paths~The header is encrypted by default~The issuer claim is otherwise hidden~Pinned algorithms make tokens smaller|A|Auth0,Amazon
Cache invalidation race|HARD|Caching|BACKEND_DEVELOPER,FULL_STACK_DEVELOPER|A write updates a database row while an older cache fill is still in flight. What race can occur?|The stale fill can repopulate the cache after invalidation~The database automatically loses the new row~The cache key becomes cryptographically invalid~The write is converted to a read|A|Amazon,Netflix
Consistent hashing|HARD|Distributed Systems|BACKEND_DEVELOPER,DEVOPS_ENGINEER|Why use consistent hashing when nodes join or leave a distributed cache ring?|It limits the fraction of keys that must move~It guarantees equal load for every key~It prevents network partitions~It removes the need for replication|A|Amazon,Google
React stale closure|HARD|React|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|An interval callback repeatedly sees state from the render when it was created. What is a robust fix when it needs the latest value?|Use a functional state update or a ref/current dependency design~Disable React Strict Mode~Put the callback in CSS~Mutate the state object directly|A|Meta,Google
React concurrent rendering purity|HARD|React|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|Why must render logic remain free of side effects in concurrent React?|React may start, pause, or discard renders before committing them~Effects are executed by CSS instead~The DOM does not support repeated reads~Pure render prevents network requests from existing|A|Meta,Google
Browser layout thrashing|HARD|Browser Performance|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|What pattern can cause forced synchronous layout repeatedly?|Interleave layout reads with style writes in a loop~Batch style updates before measuring~Use transform for animation~Observe mutations asynchronously|A|Google,Meta
CSP nonce|HARD|Web Security|FRONTEND_DEVELOPER,FULL_STACK_DEVELOPER|How does a per-response nonce-based Content Security Policy authorize an inline script?|The script's nonce matches the unpredictable nonce in the response policy~The script has any id attribute~The URL uses HTTPS~The browser trusts scripts from localStorage|A|Google,Cloudflare
ML data leakage by split|HARD|Model Evaluation|MACHINE_LEARNING_ENGINEER|Why should repeated observations from one patient or user often remain in the same train/test split?|Otherwise correlated records can leak identity-specific information across sets~It forces equal label counts automatically~It increases the number of independent samples~It prevents feature normalization|A|Google,Microsoft
Calibration versus ranking|HARD|Model Evaluation|MACHINE_LEARNING_ENGINEER|A classifier ranks positives above negatives well but its 0.8 scores occur only 55% of the time. Which property is poor?|Probability calibration~Ranking discrimination~Recall at every threshold~Feature sparsity|A|Google,Amazon
Selection bias in evaluation|HARD|Statistics|MACHINE_LEARNING_ENGINEER|A model is evaluated only on users who completed a voluntary follow-up. What is the main concern?|The evaluated sample may differ systematically from the target population~The test set is necessarily too large~The target labels become continuous~Cross-validation removes all bias|A|Google,Microsoft
Gradient clipping|HARD|Deep Learning|MACHINE_LEARNING_ENGINEER|What is gradient clipping commonly used to mitigate in recurrent or deep networks?|Exploding gradients~Class imbalance~Data leakage~Vanishing labels|A|Google,Meta
Feature leakage from future|HARD|Feature Engineering|MACHINE_LEARNING_ENGINEER|A churn model uses a cancellation timestamp-derived feature recorded after the prediction date. What is wrong?|The feature leaks future information unavailable at inference time~The feature has too few categories~The model is under-regularized by definition~The timestamp must be standardized|A|Google,Amazon
Kubernetes control plane quorum|HARD|Kubernetes|DEVOPS_ENGINEER|Why does an etcd-backed Kubernetes control plane require quorum for consensus?|A majority can agree on committed state despite some member failures~Every member independently commits writes~Quorum reduces pod CPU usage~A minority can safely overwrite the majority|A|Google,Red Hat
Kubernetes pod disruption budget|HARD|Kubernetes|DEVOPS_ENGINEER|What does a PodDisruptionBudget constrain?|Voluntary disruptions so a minimum number of replicas remain available~Container memory usage~The number of image layers~Network packets per second|A|Google,Amazon
Linux cgroup CPU throttling|HARD|Linux Containers|DEVOPS_ENGINEER|A container has spare host CPU but hits its configured CPU quota each period. What is likely observed?|Cgroup throttling despite idle CPU elsewhere~OOM termination~Disk inode exhaustion~TCP retransmission only|A|Red Hat,Google
TCP retransmission diagnosis|HARD|Networking|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Elevated TCP retransmissions with otherwise healthy application latency often indicate what?|Packet loss or an impaired network path~A DNS TTL that is too long~An expired OAuth refresh token~A malformed HTML document|A|Cloudflare,Amazon
Distributed tracing baggage|HARD|Observability|DEVOPS_ENGINEER,BACKEND_DEVELOPER|Why should arbitrary user-controlled values not be copied into distributed trace baggage?|It can create privacy risks and unbounded propagation/cardinality~Baggage is encrypted by the CPU~It prevents trace sampling~It disables HTTP keep-alive|A|Google,Datadog
